FileName,Station,Session,Date,Time,DateReadable,filename_new,Species,Number_animals,Favorite (y),Notes
MFDC0556.JPG,1_AEP,Session_1,1/14/2021,20:38:25,TRUE,Session 1__2021-01-14__20-38-25(1).JPG,Unid,1,n,
MFDC0557.JPG,1_AEP,Session_1,1/14/2021,21:04:06,TRUE,Session 1__2021-01-14__21-04-06(1).JPG,Didelphis_virginiana,1,n,
MFDC0560.JPG,1_AEP,Session_1,1/15/2021,7:51:13,TRUE,Session 1__2021-01-15__07-51-13(1).JPG,Odocoileus_virginianus,1,n,
MFDC0561.JPG,1_AEP,Session_1,1/15/2021,7:51:48,TRUE,Session 1__2021-01-15__07-51-48(2).JPG,Odocoileus_virginianus,2,n,
MFDC0562.JPG,1_AEP,Session_1,1/15/2021,7:52:26,TRUE,Session 1__2021-01-15__07-52-26(1).JPG,Odocoileus_virginianus,1,n,
MFDC0563.JPG,1_AEP,Session_1,1/15/2021,7:52:28,TRUE,Session 1__2021-01-15__07-52-28(2).JPG,Odocoileus_virginianus,1,n,
MFDC0564.JPG,1_AEP,Session_1,1/15/2021,7:52:31,TRUE,Session 1__2021-01-15__07-52-31(3).JPG,Odocoileus_virginianus,1,n,
MFDC0565.JPG,1_AEP,Session_1,1/15/2021,7:53:03,TRUE,Session 1__2021-01-15__07-53-03(1).JPG,Odocoileus_virginianus,1,n,
MFDC0566.JPG,1_AEP,Session_1,1/15/2021,7:53:34,TRUE,Session 1__2021-01-15__07-53-34(2).JPG,Odocoileus_virginianus,2,n,
MFDC0568.JPG,1_AEP,Session_1,1/15/2021,7:55:10,TRUE,Session 1__2021-01-15__07-55-10(1).JPG,Odocoileus_virginianus,1,n,
MFDC0569.JPG,1_AEP,Session_1,1/15/2021,7:55:12,TRUE,Session 1__2021-01-15__07-55-12(2).JPG,Odocoileus_virginianus,1,n,
MFDC0570.JPG,1_AEP,Session_1,1/15/2021,7:55:41,TRUE,Session 1__2021-01-15__07-55-41(3).JPG,Odocoileus_virginianus,1,n,
MFDC0571.JPG,1_AEP,Session_1,1/15/2021,7:55:44,TRUE,Session 1__2021-01-15__07-55-44(4).JPG,Odocoileus_virginianus,1,n,
MFDC0572.JPG,1_AEP,Session_1,1/15/2021,7:56:15,TRUE,Session 1__2021-01-15__07-56-15(1).JPG,Odocoileus_virginianus,1,n,
MFDC0573.JPG,1_AEP,Session_1,1/15/2021,7:56:17,TRUE,Session 1__2021-01-15__07-56-17(2).JPG,Odocoileus_virginianus,1,n,
MFDC0574.JPG,1_AEP,Session_1,1/15/2021,7:56:19,TRUE,Session 1__2021-01-15__07-56-19(3).JPG,Odocoileus_virginianus,1,n,
MFDC0575.JPG,1_AEP,Session_1,1/15/2021,7:56:48,TRUE,Session 1__2021-01-15__07-56-48(4).JPG,Odocoileus_virginianus,1,n,
MFDC0578.JPG,1_AEP,Session_1,1/15/2021,18:43:44,TRUE,Session 1__2021-01-15__18-43-44(1).JPG,Didelphis_virginiana,1,n,
MFDC0582.JPG,1_AEP,Session_1,1/17/2021,18:55:26,TRUE,Session 1__2021-01-17__18-55-26(1).JPG,Didelphis_virginiana,1,n,
MFDC0583.JPG,1_AEP,Session_1,1/17/2021,18:55:29,TRUE,Session 1__2021-01-17__18-55-29(2).JPG,Didelphis_virginiana,1,n,
MFDC0586.JPG,1_AEP,Session_1,1/19/2021,7:51:52,TRUE,Session 1__2021-01-19__07-51-52(1).JPG,Odocoileus_virginianus,1,n,
MFDC0587.JPG,1_AEP,Session_1,1/20/2021,5:20:12,TRUE,Session 1__2021-01-20__05-20-12(1).JPG,Canis_latrans,1,n,
MFDC0588.JPG,1_AEP,Session_1,1/20/2021,5:20:14,TRUE,Session 1__2021-01-20__05-20-14(2).JPG,Canis_latrans,1,n,
MFDC0589.JPG,1_AEP,Session_1,1/20/2021,5:20:16,TRUE,Session 1__2021-01-20__05-20-16(3).JPG,Canis_latrans,1,n,
MFDC0590.JPG,1_AEP,Session_1,1/20/2021,5:20:45,TRUE,Session 1__2021-01-20__05-20-45(4).JPG,Canis_latrans,1,n,
MFDC0591.JPG,1_AEP,Session_1,1/20/2021,5:20:47,TRUE,Session 1__2021-01-20__05-20-47(5).JPG,Canis_latrans,1,n,
MFDC0592.JPG,1_AEP,Session_1,1/20/2021,5:20:49,TRUE,Session 1__2021-01-20__05-20-49(6).JPG,Canis_latrans,1,n,
MFDC0594.JPG,1_AEP,Session_1,1/21/2021,17:36:01,TRUE,Session 1__2021-01-21__17-36-01(1).JPG,Odocoileus_virginianus,1,n,
MFDC0595.JPG,1_AEP,Session_1,1/21/2021,17:36:05,TRUE,Session 1__2021-01-21__17-36-05(2).JPG,Odocoileus_virginianus,1,n,
MFDC0596.JPG,1_AEP,Session_1,1/21/2021,17:36:05,TRUE,Session 1__2021-01-21__17-36-05(3).JPG,Odocoileus_virginianus,2,n,
MFDC0597.JPG,1_AEP,Session_1,1/21/2021,17:36:45,TRUE,Session 1__2021-01-21__17-36-45(4).JPG,Odocoileus_virginianus,2,n,
MFDC0598.JPG,1_AEP,Session_1,1/21/2021,17:36:48,TRUE,Session 1__2021-01-21__17-36-48(5).JPG,Odocoileus_virginianus,2,n,
MFDC0599.JPG,1_AEP,Session_1,1/21/2021,17:36:50,TRUE,Session 1__2021-01-21__17-36-50(6).JPG,Odocoileus_virginianus,2,n,
MFDC0600.JPG,1_AEP,Session_1,1/21/2021,17:37:20,TRUE,Session 1__2021-01-21__17-37-20(1).JPG,Odocoileus_virginianus,2,n,
MFDC0601.JPG,1_AEP,Session_1,1/21/2021,17:37:22,TRUE,Session 1__2021-01-21__17-37-22(2).JPG,Odocoileus_virginianus,1,n,
MFDC0602.JPG,1_AEP,Session_1,1/22/2021,16:59:50,TRUE,Session 1__2021-01-22__16-59-50(1).JPG,Odocoileus_virginianus,1,n,
MFDC0603.JPG,1_AEP,Session_1,1/22/2021,16:59:53,TRUE,Session 1__2021-01-22__16-59-53(2).JPG,Odocoileus_virginianus,1,n,
MFDC0604.JPG,1_AEP,Session_1,1/22/2021,16:59:54,TRUE,Session 1__2021-01-22__16-59-54(3).JPG,Odocoileus_virginianus,1,n,
MFDC0605.JPG,1_AEP,Session_1,1/22/2021,17:00:23,TRUE,Session 1__2021-01-22__17-00-23(1).JPG,Odocoileus_virginianus,1,n,
MFDC0606.JPG,1_AEP,Session_1,1/22/2021,17:00:26,TRUE,Session 1__2021-01-22__17-00-26(2).JPG,Odocoileus_virginianus,1,n,
MFDC0607.JPG,1_AEP,Session_1,1/22/2021,17:00:56,TRUE,Session 1__2021-01-22__17-00-56(3).JPG,Odocoileus_virginianus,1,n,
MFDC0608.JPG,1_AEP,Session_1,1/23/2021,2:17:17,TRUE,Session 1__2021-01-23__02-17-17(1).JPG,Odocoileus_virginianus,1,n,
MFDC0609.JPG,1_AEP,Session_1,1/23/2021,2:17:46,TRUE,Session 1__2021-01-23__02-17-46(2).JPG,Odocoileus_virginianus,1,n,
MFDC0610.JPG,1_AEP,Session_1,1/23/2021,2:18:18,TRUE,Session 1__2021-01-23__02-18-18(1).JPG,Odocoileus_virginianus,1,n,
MFDC0611.JPG,1_AEP,Session_1,1/23/2021,2:18:51,TRUE,Session 1__2021-01-23__02-18-51(2).JPG,Odocoileus_virginianus,1,n,
MFDC0612.JPG,1_AEP,Session_1,1/23/2021,2:36:43,TRUE,Session 1__2021-01-23__02-36-43(1).JPG,Odocoileus_virginianus,1,n,
MFDC0613.JPG,1_AEP,Session_1,1/23/2021,2:36:45,TRUE,Session 1__2021-01-23__02-36-45(2).JPG,Odocoileus_virginianus,1,n,
MFDC0614.JPG,1_AEP,Session_1,1/23/2021,2:36:48,TRUE,Session 1__2021-01-23__02-36-48(3).JPG,Odocoileus_virginianus,1,n,
MFDC0616.JPG,1_AEP,Session_1,1/24/2021,15:49:17,TRUE,Session 1__2021-01-24__15-49-17(1).JPG,Odocoileus_virginianus,1,n,
MFDC0617.JPG,1_AEP,Session_1,1/25/2021,8:24:28,TRUE,Session 1__2021-01-25__08-24-28(1).JPG,Odocoileus_virginianus,1,n,
MFDC0618.JPG,1_AEP,Session_1,1/25/2021,8:24:58,TRUE,Session 1__2021-01-25__08-24-58(2).JPG,Odocoileus_virginianus,1,n,
MFDC0620.JPG,1_AEP,Session_1,1/25/2021,8:27:46,TRUE,Session 1__2021-01-25__08-27-46(1).JPG,Odocoileus_virginianus,1,n,
MFDC0621.JPG,1_AEP,Session_1,1/25/2021,8:27:49,TRUE,Session 1__2021-01-25__08-27-49(2).JPG,Odocoileus_virginianus,1,n,
MFDC0622.JPG,1_AEP,Session_1,1/25/2021,8:28:18,TRUE,Session 1__2021-01-25__08-28-18(1).JPG,Odocoileus_virginianus,1,n,
MFDC0623.JPG,1_AEP,Session_1,1/25/2021,8:28:21,TRUE,Session 1__2021-01-25__08-28-21(2).JPG,Odocoileus_virginianus,1,n,
MFDC0624.JPG,1_AEP,Session_1,1/25/2021,8:28:23,TRUE,Session 1__2021-01-25__08-28-23(3).JPG,Odocoileus_virginianus,1,n,
MFDC0625.JPG,1_AEP,Session_1,1/25/2021,8:29:08,TRUE,Session 1__2021-01-25__08-29-08(1).JPG,Odocoileus_virginianus,1,n,
MFDC0626.JPG,1_AEP,Session_1,1/25/2021,8:29:10,TRUE,Session 1__2021-01-25__08-29-10(2).JPG,Odocoileus_virginianus,1,n,
MFDC0627.JPG,1_AEP,Session_1,1/25/2021,8:29:12,TRUE,Session 1__2021-01-25__08-29-12(3).JPG,Odocoileus_virginianus,1,n,
MFDC0628.JPG,1_AEP,Session_1,1/25/2021,8:29:52,TRUE,Session 1__2021-01-25__08-29-52(4).JPG,Odocoileus_virginianus,1,n,
MFDC0629.JPG,1_AEP,Session_1,1/25/2021,8:30:24,TRUE,Session 1__2021-01-25__08-30-24(1).JPG,Odocoileus_virginianus,1,n,
MFDC0630.JPG,1_AEP,Session_1,1/25/2021,8:30:27,TRUE,Session 1__2021-01-25__08-30-27(2).JPG,Odocoileus_virginianus,1,n,
MFDC0631.JPG,1_AEP,Session_1,1/25/2021,8:30:29,TRUE,Session 1__2021-01-25__08-30-29(3).JPG,Odocoileus_virginianus,1,n,
MFDC0632.JPG,1_AEP,Session_1,1/25/2021,8:30:59,TRUE,Session 1__2021-01-25__08-30-59(4).JPG,Odocoileus_virginianus,1,n,
MFDC0633.JPG,1_AEP,Session_1,1/25/2021,8:31:03,TRUE,Session 1__2021-01-25__08-31-03(1).JPG,Odocoileus_virginianus,1,n,
MFDC0635.JPG,1_AEP,Session_1,1/25/2021,19:09:46,TRUE,Session 1__2021-01-25__19-09-46(1).JPG,Didelphis_virginiana,1,n,
MFDC0636.JPG,1_AEP,Session_1,1/25/2021,19:09:49,TRUE,Session 1__2021-01-25__19-09-49(2).JPG,Didelphis_virginiana,1,n,
MFDC0639.JPG,1_AEP,Session_1,1/27/2021,2:14:11,TRUE,Session 1__2021-01-27__02-14-11(1).JPG,Didelphis_virginiana,1,n,
MFDC0641.JPG,1_AEP,Session_1,1/27/2021,5:33:33,TRUE,Session 1__2021-01-27__05-33-33(1).JPG,Lynx_rufus,1,n,
MFDC0642.JPG,1_AEP,Session_1,1/27/2021,5:33:34,TRUE,Session 1__2021-01-27__05-33-34(2).JPG,Lynx_rufus,1,n,
MFDC0643.JPG,1_AEP,Session_1,1/28/2021,18:19:27,TRUE,Session 1__2021-01-28__18-19-27(1).JPG,Procyon_lotor,1,n,
MFDC0644.JPG,1_AEP,Session_1,1/28/2021,18:19:29,TRUE,Session 1__2021-01-28__18-19-29(2).JPG,Procyon_lotor,1,n,
MFDC0649.JPG,1_AEP,Session_1,1/29/2021,3:55:22,TRUE,Session 1__2021-01-29__03-55-22(1).JPG,Odocoileus_virginianus,1,n,
MFDC0650.JPG,1_AEP,Session_1,1/29/2021,3:55:55,TRUE,Session 1__2021-01-29__03-55-55(2).JPG,Odocoileus_virginianus,1,n,
MFDC0651.JPG,1_AEP,Session_1,1/29/2021,3:55:58,TRUE,Session 1__2021-01-29__03-55-58(3).JPG,Odocoileus_virginianus,1,n,
MFDC0652.JPG,1_AEP,Session_1,1/29/2021,3:55:58,TRUE,Session 1__2021-01-29__03-55-58(4).JPG,Odocoileus_virginianus,1,n,
MFDC0653.JPG,1_AEP,Session_1,1/29/2021,3:56:28,TRUE,Session 1__2021-01-29__03-56-28(1).JPG,Odocoileus_virginianus,1,n,
MFDC0654.JPG,1_AEP,Session_1,1/29/2021,3:56:30,TRUE,Session 1__2021-01-29__03-56-30(2).JPG,Odocoileus_virginianus,1,n,
MFDC0655.JPG,1_AEP,Session_1,1/29/2021,3:56:32,TRUE,Session 1__2021-01-29__03-56-32(3).JPG,Odocoileus_virginianus,1,n,
MFDC0656.JPG,1_AEP,Session_1,1/29/2021,3:57:01,TRUE,Session 1__2021-01-29__03-57-01(1).JPG,Odocoileus_virginianus,1,n,
MFDC0657.JPG,1_AEP,Session_1,1/29/2021,3:57:03,TRUE,Session 1__2021-01-29__03-57-03(2).JPG,Odocoileus_virginianus,1,n,
MFDC0658.JPG,1_AEP,Session_1,1/29/2021,3:57:04,TRUE,Session 1__2021-01-29__03-57-04(3).JPG,Odocoileus_virginianus,1,n,
MFDC0659.JPG,1_AEP,Session_1,1/29/2021,3:57:36,TRUE,Session 1__2021-01-29__03-57-36(4).JPG,Odocoileus_virginianus,1,n,
MFDC0660.JPG,1_AEP,Session_1,1/29/2021,3:57:38,TRUE,Session 1__2021-01-29__03-57-38(5).JPG,Odocoileus_virginianus,1,n,
MFDC0661.JPG,1_AEP,Session_1,1/29/2021,3:57:39,TRUE,Session 1__2021-01-29__03-57-39(6).JPG,Odocoileus_virginianus,1,n,
MFDC0662.JPG,1_AEP,Session_1,1/29/2021,3:58:09,TRUE,Session 1__2021-01-29__03-58-09(1).JPG,Odocoileus_virginianus,1,n,
MFDC0663.JPG,1_AEP,Session_1,1/29/2021,3:58:12,TRUE,Session 1__2021-01-29__03-58-12(2).JPG,Odocoileus_virginianus,1,n,
MFDC0665.JPG,1_AEP,Session_1,1/29/2021,4:00:43,TRUE,Session 1__2021-01-29__04-00-43(1).JPG,Odocoileus_virginianus,1,n,
MFDC0666.JPG,1_AEP,Session_1,1/29/2021,4:00:46,TRUE,Session 1__2021-01-29__04-00-46(2).JPG,Odocoileus_virginianus,1,n,
MFDC0667.JPG,1_AEP,Session_1,1/29/2021,4:00:47,TRUE,Session 1__2021-01-29__04-00-47(3).JPG,Odocoileus_virginianus,1,n,
MFDC0668.JPG,1_AEP,Session_1,1/29/2021,4:01:23,TRUE,Session 1__2021-01-29__04-01-23(1).JPG,Odocoileus_virginianus,1,n,
MFDC0669.JPG,1_AEP,Session_1,1/29/2021,4:01:25,TRUE,Session 1__2021-01-29__04-01-25(2).JPG,NA,0,n,
MFDC0670.JPG,1_AEP,Session_1,1/29/2021,4:36:04,TRUE,Session 1__2021-01-29__04-36-04(1).JPG,Odocoileus_virginianus,1,n,
MFDC0671.JPG,1_AEP,Session_1,1/29/2021,7:22:43,TRUE,Session 1__2021-01-29__07-22-43(1).JPG,Odocoileus_virginianus,1,n,
MFDC0672.JPG,1_AEP,Session_1,1/29/2021,7:22:47,TRUE,Session 1__2021-01-29__07-22-47(2).JPG,Odocoileus_virginianus,1,n,
MFDC0673.JPG,1_AEP,Session_1,1/29/2021,7:22:47,TRUE,Session 1__2021-01-29__07-22-47(3).JPG,Odocoileus_virginianus,1,n,
MFDC0674.JPG,1_AEP,Session_1,1/29/2021,7:23:57,TRUE,Session 1__2021-01-29__07-23-57(1).JPG,Odocoileus_virginianus,1,n,
MFDC0675.JPG,1_AEP,Session_1,1/29/2021,7:23:59,TRUE,Session 1__2021-01-29__07-23-59(2).JPG,Odocoileus_virginianus,1,n,
MFDC0677.JPG,1_AEP,Session_1,1/29/2021,7:51:26,TRUE,Session 1__2021-01-29__07-51-26(1).JPG,Odocoileus_virginianus,1,n,
MFDC0678.JPG,1_AEP,Session_1,1/29/2021,7:51:27,TRUE,Session 1__2021-01-29__07-51-27(2).JPG,Odocoileus_virginianus,1,n,
MFDC0679.JPG,1_AEP,Session_1,1/29/2021,7:52:03,TRUE,Session 1__2021-01-29__07-52-03(1).JPG,Odocoileus_virginianus,1,n,
MFDC0680.JPG,1_AEP,Session_1,1/29/2021,7:54:57,TRUE,Session 1__2021-01-29__07-54-57(1).JPG,Odocoileus_virginianus,1,n,
MFDC0681.JPG,1_AEP,Session_1,1/29/2021,16:16:44,TRUE,Session 1__2021-01-29__16-16-44(1).JPG,Odocoileus_virginianus,1,n,
MFDC0682.JPG,1_AEP,Session_1,1/29/2021,16:16:46,TRUE,Session 1__2021-01-29__16-16-46(2).JPG,Odocoileus_virginianus,1,n,
MFDC0683.JPG,1_AEP,Session_1,1/29/2021,16:16:47,TRUE,Session 1__2021-01-29__16-16-47(3).JPG,Odocoileus_virginianus,1,n,
MFDC0684.JPG,1_AEP,Session_1,1/29/2021,16:18:50,TRUE,Session 1__2021-01-29__16-18-50(1).JPG,Odocoileus_virginianus,1,n,
MFDC0685.JPG,1_AEP,Session_1,1/30/2021,1:51:59,TRUE,Session 1__2021-01-30__01-51-59(1).JPG,NA,0,n,
MFDC0686.JPG,1_AEP,Session_1,1/30/2021,8:53:24,TRUE,Session 1__2021-01-30__08-53-24(1).JPG,Odocoileus_virginianus,1,n,
MFDC0687.JPG,1_AEP,Session_1,1/30/2021,8:53:27,TRUE,Session 1__2021-01-30__08-53-27(2).JPG,Odocoileus_virginianus,1,n,
MFDC0688.JPG,1_AEP,Session_1,1/30/2021,8:54:02,TRUE,Session 1__2021-01-30__08-54-02(1).JPG,Odocoileus_virginianus,1,n,
MFDC0689.JPG,1_AEP,Session_1,1/30/2021,8:54:04,TRUE,Session 1__2021-01-30__08-54-04(2).JPG,NA,0,n,
MFDC0690.JPG,1_AEP,Session_1,1/30/2021,8:54:06,TRUE,Session 1__2021-01-30__08-54-06(3).JPG,NA,0,n,
MFDC0691.JPG,1_AEP,Session_1,1/30/2021,8:55:06,TRUE,Session 1__2021-01-30__08-55-06(1).JPG,Odocoileus_virginianus,2,n,
MFDC0692.JPG,1_AEP,Session_1,1/30/2021,17:19:39,TRUE,Session 1__2021-01-30__17-19-39(1).JPG,NA,0,n,
MFDC0693.JPG,1_AEP,Session_1,1/30/2021,17:20:20,TRUE,Session 1__2021-01-30__17-20-20(1).JPG,NA,0,n,
MFDC0694.JPG,1_AEP,Session_1,1/31/2021,0:49:28,TRUE,Session 1__2021-01-31__00-49-28(1).JPG,NA,0,n,
MFDC0695.JPG,1_AEP,Session_1,1/31/2021,4:36:06,TRUE,Session 1__2021-01-31__04-36-06(1).JPG,Odocoileus_virginianus,1,n,
